workbook_sheet,item_type,title,league,relationship,mechanic,format,existing_support,disposition,destination,imported_count,creator_reachable,public_reachable,provenance_status,notes
GAME_IDEAS,game_idea,Trade Deadline Board,NFL,PLAYER+DATE→TRADED_TO,Matching,,Strong,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Four-QB Room,NFL,TEAM→MADE_INITIAL_53(QB),Who Am I,,Sample-ready,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Coordinator Résumé,CFB,COACH+SEASON→UNIT_STATS,Higher/Lower,,Sample-ready,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Measurements Only,CFB,HEIGHT+WEIGHT+POSITION+PREVIOUS_COLLEGE→PLAYER,Who Am I,,Strong,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (UCLA) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Roster Move Timeline,NFL,PLAYER+DATE→TRANSACTION_TYPE,Sorting,,Strong current sample,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Week 1 Opponent Blitz,,TEAM→SCHEDULED_OPPONENT,Rapid fire,,,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs 2026 season results/rankings at real breadth; workbook's real Week 1 coverage is 38 of 67 Power 4 teams, not a full national set, and this specific idea was not built this pass."
GAME_IDEAS,game_idea,Conference Membership Grid,,TEAM→CONFERENCE_MEMBER_OF,Grid,,,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs 2026 season results/rankings at real breadth; workbook's real Week 1 coverage is 38 of 67 Power 4 teams, not a full national set, and this specific idea was not built this pass."
GAME_IDEAS,game_idea,Transfer Journey,,PREVIOUS_COLLEGE+TRANSFERRED_TO,Timeline,,,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Coordinator Staff Tree,,STAFF_ROLE_FOR,Matching,,,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Practice Squad Shuffle,,SIGNED_TO_PRACTICE_SQUAD,Matching,,,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,AP Rank Ladder,,AP_PRESEASON_RANK,Ordering,,,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs 2026 season results/rankings at real breadth; workbook's real Week 1 coverage is 38 of 67 Power 4 teams, not a full national set, and this specific idea was not built this pass."
GAME_IDEAS,game_idea,Badger Roster Grid,,ROSTERED_BY + PLAYS_POSITION + JERSEY,Grid,,STRONG,MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,Grid-style team/position intersection capability already live; this named variant is not a distinct new game.
GAME_IDEAS,game_idea,Razorback Alumni Bridge,,COLLEGE_HISTORY + NFL_ROSTERED_BY,Matching,,SAMPLE_READY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Bearcat Staff Match,,STAFF_ROLE_FOR,Matching,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Power 4 Completion Boss,,POWER4_COVERAGE,Admin QA,,STRONG,NOT_A_GAME,Admin tooling,,NO,NO,PENDING_CLAUDE,"Internal coverage-tracking tooling, not a player-facing game."
GAME_IDEAS,game_idea,Week 1 Box Leader,,PLAYER_GAME_STATS,Higher/Lower,,BLOCKED UNTIL RESULTS,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs 2026 season results/rankings at real breadth; workbook's real Week 1 coverage is 38 of 67 Power 4 teams, not a full national set, and this specific idea was not built this pass."
GAME_IDEAS,game_idea,Trade Chain,NFL,PLAYER→TRADED_TO + transaction_date,Sorting / timeline,,EARLY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Who Did He Just Join?,NFL,PLAYER + DATE → TEAM,Multiple choice / elimination,,SUPPORTED_FOR_BATCH,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Roster Identity: Alabama 2026,CFB,PLAYER↔POSITION/HOMETOWN/HIGH_SCHOOL/JERSEY/PREVIOUS_COLLEGE,Progressive clue,,SUPPORTED_FOR_SAMPLE,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Alabama) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Recruiting Resume,CFB,PLAYER↔RECRUITING_RANK/HIGH_SCHOOL/OFFERS,Progressive clue,,SUPPORTED_FOR_SAMPLE,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Alabama) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Coach Contract Clock,CFB/NFL,COACH + TEAM → CONTRACT_END_DATE,Higher/lower,,EARLY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Depth Chart Dominoes,CFB,PLAYER + SEASON + ROLE → TEAM,Matching,,EARLY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Roster Fingerprint,CFB,PLAYER↔JERSEY/CLASS/HOMETOWN/HIGH_SCHOOL/HEIGHT/WEIGHT/POSITION,Progressive clue,,SUPPORTED_FOR_ALABAMA,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Alabama) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Transfer Trail,CFB,PLAYER↔PREVIOUS_COLLEGE ordered history,Sorting / timeline,,PARTIAL,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,"Same Number, Different Side",CFB,TEAM+SEASON+JERSEY→MULTIPLE_PLAYERS + POSITION,Matching,,SUPPORTED_FOR_ALABAMA,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Who Just Got Cut?,NFL,TEAM+DATE→WAIVED/TERMINATED_PLAYER,Current-events elimination,,SUPPORTED_FOR_BATCH,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Transaction Chain,NFL,PLAYER↔TRANSACTION_TYPE+DATE+TEAM,Sorting,,EARLY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Injury Impact,NFL/CFB,PLAYER→INJURY_STATUS/AVAILABILITY,Higher/Lower survival,,EARLY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Coach the Room,CFB,COACH+SEASON→ROLE/POSITION_GROUP,Matching,,SUPPORTED_FOR_ALABAMA,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Alabama) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Coordinator Direction,CFB,TEAM+SEASON→OC/DC,Direct guess,,SUPPORTED_FOR_ALABAMA,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Alabama) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,QB1 Newswire,NFL/CFB,TEAM+WEEK/SEASON→STARTING_QB,Current-events multiple choice,,SUPPORTED_FOR_BROWNS_SAMPLE,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,From High School to Saturday,CFB,PLAYER↔HOMETOWN/HIGH_SCHOOL/POSITION/JERSEY,Progressive clue,,SUPPORTED_FOR_ALABAMA,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Portal Geography,CFB,PREVIOUS_COLLEGE→CURRENT_PLAYER+TEAM,Map/association trivia,,SUPPORTED_FOR_ALABAMA,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Alabama) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Roster Weight Class,CFB,PLAYER+SEASON→WEIGHT,Higher/lower,,SUPPORTED_FOR_ALABAMA,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Power 4 Media Day Match,,MEDIA_DAY_ATTENDEE_FOR,Matching,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Coach the Conference,,HEAD_COACH_FOR + CONFERENCE_MEMBER_OF,Matching,,STRONG in 3 conferences,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Conference or Not?,,CONFERENCE_MEMBER_OF,Elimination,,PRODUCTION-READY DATA,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Power 4 Grid,,CONFERENCE_MEMBER_OF + MEDIA_DAY_ATTENDEE_FOR,Position grid,,STRONG,MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,Grid-style team/position intersection capability already live; this named variant is not a distinct new game.
GAME_IDEAS,game_idea,Media Day QB Hunt,,MEDIA_DAY_ATTENDEE_FOR(value=QB),Elimination,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,ACC Preseason XI,,NAMED_TO_PRESEASON_ALL_CONFERENCE_TEAM,Matching,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Roster Coverage Boss,,POWER4_COVERAGE statuses,Meta/admin game,,STRONG,NOT_A_GAME,Admin tooling,,NO,NO,PENDING_CLAUDE,"Internal coverage-tracking tooling, not a player-facing game."
GAME_IDEAS,game_idea,Who Still Needs Data?,,POWER4_COVERAGE,Creator QA,,STRONG,NOT_A_GAME,Admin tooling,,NO,NO,PENDING_CLAUDE,"Internal coverage-tracking tooling, not a player-facing game."
GAME_IDEAS,game_idea,Media Day Trio,,3x MEDIA_DAY_ATTENDEE_FOR,Progressive clue,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Conference Headcount,,CONFERENCE_MEMBER_OF,Higher/Lower,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Current Record Snapshot,,CURRENT_OVERALL_RECORD,Higher/Lower,,SAMPLE-READY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Cross-Conference Star,,MEDIA_DAY_ATTENDEE_FOR + PRESEASON_ALL_CONFERENCE,Who Am I,,SAMPLE-READY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,P4 NFL Alumni Ladder,NFL/CFB,NFL_ACTIVE_ROSTER_ALUMNI_COUNT,Higher/Lower,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs national CFB-to-NFL alumni counts; workbook's real coverage here is a single-conference/team sample (e.g. 18 Arkansas alumni rows), not the national breadth this idea needs."
GAME_IDEAS,game_idea,NFL Alumni Rank Order,NFL/CFB,P4_NFL_ALUMNI_DENSE_RANK,Sorting,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs national CFB-to-NFL alumni counts; workbook's real coverage here is a single-conference/team sample (e.g. 18 Arkansas alumni rows), not the national breadth this idea needs."
GAME_IDEAS,game_idea,Yellow Jacket Jersey Grid,CFB,ROSTERED_BY + PLAYS_POSITION + WEARS_JERSEY_NUMBER,Grid,,STRONG,MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,Grid-style team/position intersection capability already live; this named variant is not a distinct new game.
GAME_IDEAS,game_idea,Position Side Sort,CFB,POSITION_SIDE,Sorting,,VERY_STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Transfer Conference Jump,CFB,PREVIOUS_COLLEGE + CURRENT_CONFERENCE + CROSS_CONFERENCE_TRANSFER,Matching,,IMPROVED,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Week 1 Margin Madness,CFB,POINT_DIFFERENTIAL + GAME_RESULT,Higher/Lower,,STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs 2026 season results/rankings at real breadth; workbook's real Week 1 coverage is 38 of 67 Power 4 teams, not a full national set, and this specific idea was not built this pass."
GAME_IDEAS,game_idea,Week 1 Stat Duel,CFB,PLAYER_GAME stat relationships,Higher/Lower,,SAMPLE_READY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,"Needs 2026 season results/rankings at real breadth; workbook's real Week 1 coverage is 38 of 67 Power 4 teams, not a full national set, and this specific idea was not built this pass."
GAME_IDEAS,game_idea,Captain or Co-Captain?,CFB,TEAM_CAPTAIN_FOR + TEAM_CO_CAPTAIN_FOR,Two-choice,,READY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,QB Depth Wire,NFL,DEPTH_CHART_ROLE_FOR,Matching,,SAMPLE_READY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Roster Measurements,CFB,HEIGHT_INCHES + WEIGHT_LB,Higher/Lower,,VERY_STRONG,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
MASTER_RELATIONSHIPS,knowledge_relationship_family,"Roster/bio (ROSTERED_BY, PLAYS_POSITION, WEARS_JERSEY_NUMBER, ACADEMIC_YEAR, HEIGHT*, WEIGHT_LB, POSITION_*, CLASS_YEAR_*)",CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),8133 real rows,,,NEW (2026 season) / EXISTING_ENHANCED (player identity),NEW,"cfb_roster_seasons_real, canonical_cfb_players",733,YES,NO,READS_MASTER_KNOWLEDGE_FEED_2026_09,"Ingested this pass (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- 535 rows resolved to existing player identities (season is genuinely new; the automated feed has never had a 2026 season), 198 rows are genuinely new players, 25 real name collisions logged as qa_issues and excluded rather than guessed. The other 7,400 rows in this family are the SAME 733 players' derived/bucketed fields (HEIGHT_3IN_BUCKET, WEIGHT_25LB_BUCKET, etc.) already folded into the single row each player got, not 758 separate additional facts."
MASTER_RELATIONSHIPS,knowledge_relationship_family,"Team/season/conference membership (TEAM_SEASON_MEMBERSHIP, POWER4_ROSTER_MEMBER, CURRENT_CONFERENCE, CONFERENCE_MEMBER_OF, IN_STATE_ROSTER_MEMBER)",CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),2542 real rows,,,"EXISTING_IDENTICAL (derived from the roster family above, not independently ingested)",EXISTING_IDENTICAL,n/a,0,NO,NO,PENDING_CLAUDE,These are MASTER_NORMALIZATION-derived restatements of the roster family (same 646-player subset) -- team/school assignment is already carried by cfb_roster_seasons_real.school_id once a roster row exists; not separately ingested as their own fact type.
MASTER_RELATIONSHIPS,knowledge_relationship_family,"Geography (FROM_HOMETOWN, HOME_STATE, HOME_REGION, ATTENDED_HIGH_SCHOOL)",CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),1899 real rows,,,NEW (2026-season hometown/high-school) for new players / EXISTING_ENHANCED for resolved players,NEW,canonical_cfb_players,(included in the 733 above),YES,NO,READS_MASTER_KNOWLEDGE_FEED_2026_09,"Hometown/state carried into canonical_cfb_players for the 198 genuinely new players; high school itself was NOT ingested this pass (canonical_cfb_players has no high_school column) -- a real, disclosed follow-up, not fabricated."
MASTER_RELATIONSHIPS,knowledge_relationship_family,"Transfer history (PREVIOUS_COLLEGE, PREVIOUS_COLLEGE_COUNT, KNOWN_TRANSFER, LISTED_PRIOR_SCHOOL, ROSTER_CUT_BY)",CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),597 real rows,,,UNSUPPORTED this pass,UNSUPPORTED,n/a,0,NO,NO,PENDING_CLAUDE,"Real data, not ingested -- no Engine column exists for an ordered prior-school history at the season-row level (cfb_transfer_summary_v17 is derived from roster continuity across seasons, not a free-text school-history field); a real follow-up, not attempted this pass to avoid inventing a schema extension."
MASTER_RELATIONSHIPS,knowledge_relationship_family,Staff/coaching (STAFF_ROLE_FOR),CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),242 real rows,,,UNSUPPORTED this pass,UNSUPPORTED,n/a,0,NO,NO,PENDING_CLAUDE,"Real, Tier-1-sourced coaching-staff rows for 2026 -- not ingested this pass (would need a real season-scoped write path into cfb_coaches/cfb_coordinators, not attempted to keep this pass's scope to the roster family)."
MASTER_RELATIONSHIPS,knowledge_relationship_family,Media day (MEDIA_DAY_ATTENDEE_FOR),CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),236 real rows,,,UNSUPPORTED this pass,UNSUPPORTED,n/a,0,NO,NO,PENDING_CLAUDE,"Real data (which player attended media day representing which team) -- not ingested this pass; also confirmed the 'Media Day Quote Match' game idea's own premise is overstated (see game-idea reconciliation below): the real value_stat is only a position code, never quote text."
MASTER_RELATIONSHIPS,knowledge_relationship_family,"All other relationship types (long tail, 126 distinct types not itemized above)",CFB (mostly CFB-P4/CFB-FBS; small NFL alumni-bridge slice),1571 real rows,,,UNSUPPORTED this pass,UNSUPPORTED,n/a,0,NO,NO,PENDING_CLAUDE,"Long tail of lower-count relationship types (recruiting, depth-chart role, results/records/rankings, etc.) -- not individually ingested this pass; each would need its own real entity-resolution and schema-fit review rather than a blanket import."
